country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Delhi,North Delhi,2021-12-31,-6.0,72.0,7.0,8.0,-11.0,8.0
IN,India,Delhi,North East Delhi,2021-01-01,-19.0,37.0,-47.0,12.0,-28.0,12.0
IN,India,Delhi,North East Delhi,2021-01-02,-32.0,28.0,-50.0,4.0,-14.0,11.0
IN,India,Delhi,North East Delhi,2021-01-03,-41.0,-6.0,-59.0,-8.0,-18.0,12.0
IN,India,Delhi,North East Delhi,2021-01-04,-36.0,13.0,-53.0,5.0,-18.0,11.0
IN,India,Delhi,North East Delhi,2021-01-05,-31.0,19.0,-54.0,3.0,-20.0,11.0
IN,India,Delhi,North East Delhi,2021-01-06,-24.0,27.0,-48.0,15.0,-16.0,10.0
IN,India,Delhi,North East Delhi,2021-01-07,-23.0,23.0,-46.0,2.0,-15.0,9.0
IN,India,Delhi,North East Delhi,2021-01-08,-21.0,34.0,-46.0,8.0,-14.0,9.0
IN,India,Delhi,North East Delhi,2021-01-09,-24.0,38.0,-42.0,5.0,-13.0,9.0
IN,India,Delhi,North East Delhi,2021-01-10,-21.0,22.0,-42.0,11.0,-4.0,6.0
IN,India,Delhi,North East Delhi,2021-01-11,-21.0,34.0,-42.0,7.0,-17.0,9.0
IN,India,Delhi,North East Delhi,2021-01-12,-24.0,29.0,-46.0,-1.0,-18.0,9.0
IN,India,Delhi,North East Delhi,2021-01-13,-24.0,28.0,-47.0,3.0,-18.0,7.0
IN,India,Delhi,North East Delhi,2021-01-14,-30.0,11.0,-51.0,-13.0,-26.0,7.0
IN,India,Delhi,North East Delhi,2021-01-15,-28.0,19.0,-52.0,-7.0,-25.0,5.0
IN,India,Delhi,North East Delhi,2021-01-16,-34.0,18.0,-50.0,-9.0,-19.0,5.0
IN,India,Delhi,North East Delhi,2021-01-17,-28.0,9.0,-49.0,-1.0,-16.0,5.0
IN,India,Delhi,North East Delhi,2021-01-18,-27.0,26.0,-47.0,-2.0,-23.0,7.0
IN,India,Delhi,North East Delhi,2021-01-19,-28.0,17.0,-49.0,-1.0,-22.0,7.0
IN,India,Delhi,North East Delhi,2021-01-20,-28.0,22.0,-49.0,1.0,-21.0,7.0
IN,India,Delhi,North East Delhi,2021-01-21,-29.0,12.0,-47.0,-4.0,-20.0,7.0
IN,India,Delhi,North East Delhi,2021-01-22,-26.0,24.0,-50.0,1.0,-19.0,8.0
IN,India,Delhi,North East Delhi,2021-01-23,-28.0,24.0,-46.0,4.0,-15.0,7.0
IN,India,Delhi,North East Delhi,2021-01-24,-29.0,8.0,-49.0,2.0,-9.0,6.0
IN,India,Delhi,North East Delhi,2021-01-25,-23.0,30.0,-43.0,4.0,-24.0,8.0
IN,India,Delhi,North East Delhi,2021-01-26,-41.0,-3.0,-51.0,-37.0,-76.0,24.0
IN,India,Delhi,North East Delhi,2021-01-27,-29.0,23.0,-50.0,2.0,-21.0,8.0
IN,India,Delhi,North East Delhi,2021-01-28,-29.0,19.0,-48.0,-5.0,-18.0,7.0
IN,India,Delhi,North East Delhi,2021-01-29,-23.0,37.0,-47.0,10.0,-17.0,7.0
IN,India,Delhi,North East Delhi,2021-01-30,-25.0,41.0,-42.0,13.0,-10.0,5.0
IN,India,Delhi,North East Delhi,2021-01-31,-20.0,30.0,-41.0,15.0,-6.0,4.0
IN,India,Delhi,North East Delhi,2021-02-01,-20.0,43.0,-39.0,16.0,-18.0,5.0
IN,India,Delhi,North East Delhi,2021-02-02,-21.0,39.0,-42.0,12.0,-18.0,4.0
IN,India,Delhi,North East Delhi,2021-02-03,-22.0,38.0,-44.0,14.0,-16.0,5.0
IN,India,Delhi,North East Delhi,2021-02-04,-30.0,16.0,-52.0,4.0,-18.0,6.0
IN,India,Delhi,North East Delhi,2021-02-05,-17.0,49.0,-45.0,17.0,-16.0,5.0
IN,India,Delhi,North East Delhi,2021-02-06,-24.0,40.0,-41.0,4.0,-11.0,6.0
IN,India,Delhi,North East Delhi,2021-02-07,-16.0,32.0,-37.0,20.0,-7.0,3.0
IN,India,Delhi,North East Delhi,2021-02-08,-18.0,47.0,-39.0,18.0,-18.0,4.0
IN,India,Delhi,North East Delhi,2021-02-09,-17.0,41.0,-40.0,16.0,-18.0,4.0
IN,India,Delhi,North East Delhi,2021-02-10,-18.0,47.0,-42.0,24.0,-16.0,4.0
IN,India,Delhi,North East Delhi,2021-02-11,-19.0,32.0,-40.0,9.0,-16.0,4.0
IN,India,Delhi,North East Delhi,2021-02-12,-14.0,45.0,-38.0,17.0,-15.0,4.0
IN,India,Delhi,North East Delhi,2021-02-13,-18.0,40.0,-35.0,15.0,-16.0,5.0
IN,India,Delhi,North East Delhi,2021-02-14,-8.0,34.0,-32.0,29.0,-7.0,2.0
IN,India,Delhi,North East Delhi,2021-02-15,-11.0,48.0,-30.0,26.0,-18.0,3.0
IN,India,Delhi,North East Delhi,2021-02-16,-4.0,40.0,-27.0,34.0,-22.0,2.0
IN,India,Delhi,North East Delhi,2021-02-17,-17.0,41.0,-38.0,25.0,-18.0,3.0
IN,India,Delhi,North East Delhi,2021-02-18,-19.0,31.0,-39.0,14.0,-17.0,4.0
IN,India,Delhi,North East Delhi,2021-02-19,-15.0,46.0,-37.0,22.0,-15.0,4.0
IN,India,Delhi,North East Delhi,2021-02-20,-16.0,43.0,-32.0,20.0,-10.0,3.0
IN,India,Delhi,North East Delhi,2021-02-21,-11.0,31.0,-31.0,33.0,-8.0,2.0
IN,India,Delhi,North East Delhi,2021-02-22,-13.0,42.0,-28.0,25.0,-17.0,4.0
IN,India,Delhi,North East Delhi,2021-02-23,-14.0,34.0,-34.0,20.0,-17.0,4.0
IN,India,Delhi,North East Delhi,2021-02-24,-16.0,38.0,-34.0,26.0,-15.0,4.0
IN,India,Delhi,North East Delhi,2021-02-25,-19.0,28.0,-36.0,15.0,-16.0,4.0
IN,India,Delhi,North East Delhi,2021-02-26,-13.0,43.0,-34.0,23.0,-17.0,5.0
IN,India,Delhi,North East Delhi,2021-02-27,-19.0,38.0,-28.0,20.0,-13.0,4.0
IN,India,Delhi,North East Delhi,2021-02-28,-13.0,32.0,-31.0,31.0,-6.0,2.0
IN,India,Delhi,North East Delhi,2021-03-01,-13.0,45.0,-27.0,26.0,-16.0,4.0
IN,India,Delhi,North East Delhi,2021-03-02,-13.0,35.0,-32.0,21.0,-17.0,4.0
IN,India,Delhi,North East Delhi,2021-03-03,-15.0,44.0,-34.0,25.0,-15.0,4.0
IN,India,Delhi,North East Delhi,2021-03-04,-17.0,32.0,-34.0,16.0,-14.0,4.0
IN,India,Delhi,North East Delhi,2021-03-05,-14.0,49.0,-33.0,28.0,-14.0,4.0
IN,India,Delhi,North East Delhi,2021-03-06,-15.0,46.0,-30.0,28.0,-8.0,3.0
IN,India,Delhi,North East Delhi,2021-03-07,-9.0,35.0,-30.0,34.0,-7.0,2.0
IN,India,Delhi,North East Delhi,2021-03-08,-13.0,45.0,-26.0,27.0,-15.0,4.0
IN,India,Delhi,North East Delhi,2021-03-09,-13.0,37.0,-32.0,21.0,-16.0,4.0
IN,India,Delhi,North East Delhi,2021-03-10,-10.0,45.0,-35.0,31.0,-13.0,4.0
IN,India,Delhi,North East Delhi,2021-03-11,-19.0,30.0,-34.0,8.0,-27.0,8.0
IN,India,Delhi,North East Delhi,2021-03-12,-14.0,40.0,-37.0,25.0,-14.0,4.0
IN,India,Delhi,North East Delhi,2021-03-13,-14.0,42.0,-28.0,25.0,-14.0,4.0
IN,India,Delhi,North East Delhi,2021-03-14,-9.0,33.0,-28.0,33.0,-5.0,2.0
IN,India,Delhi,North East Delhi,2021-03-15,-4.0,49.0,-15.0,39.0,-17.0,3.0
IN,India,Delhi,North East Delhi,2021-03-16,-12.0,38.0,-30.0,26.0,-16.0,3.0
IN,India,Delhi,North East Delhi,2021-03-17,-16.0,37.0,-34.0,27.0,-13.0,4.0
IN,India,Delhi,North East Delhi,2021-03-18,-17.0,31.0,-30.0,18.0,-12.0,4.0
IN,India,Delhi,North East Delhi,2021-03-19,-10.0,45.0,-31.0,29.0,-11.0,4.0
IN,India,Delhi,North East Delhi,2021-03-20,-13.0,44.0,-28.0,29.0,-6.0,3.0
IN,India,Delhi,North East Delhi,2021-03-21,-8.0,33.0,-29.0,35.0,-4.0,2.0
IN,India,Delhi,North East Delhi,2021-03-22,-11.0,48.0,-27.0,32.0,-13.0,4.0
IN,India,Delhi,North East Delhi,2021-03-23,-11.0,35.0,-30.0,27.0,-13.0,4.0
IN,India,Delhi,North East Delhi,2021-03-24,-12.0,44.0,-33.0,31.0,-12.0,4.0
IN,India,Delhi,North East Delhi,2021-03-25,-13.0,34.0,-34.0,20.0,-12.0,4.0
IN,India,Delhi,North East Delhi,2021-03-26,-9.0,48.0,-33.0,29.0,-12.0,4.0
IN,India,Delhi,North East Delhi,2021-03-27,-9.0,49.0,-28.0,30.0,-9.0,4.0
IN,India,Delhi,North East Delhi,2021-03-28,-20.0,24.0,-41.0,5.0,-13.0,7.0
IN,India,Delhi,North East Delhi,2021-03-29,-53.0,-22.0,-51.0,-47.0,-83.0,29.0
IN,India,Delhi,North East Delhi,2021-03-30,-17.0,29.0,-35.0,5.0,-24.0,7.0
IN,India,Delhi,North East Delhi,2021-03-31,-14.0,38.0,-37.0,17.0,-15.0,5.0
IN,India,Delhi,North East Delhi,2021-04-01,-14.0,33.0,-33.0,11.0,-15.0,5.0
IN,India,Delhi,North East Delhi,2021-04-02,-8.0,48.0,-32.0,15.0,-26.0,8.0
IN,India,Delhi,North East Delhi,2021-04-03,-13.0,43.0,-30.0,21.0,-8.0,5.0
IN,India,Delhi,North East Delhi,2021-04-04,-9.0,29.0,-34.0,23.0,-5.0,4.0
IN,India,Delhi,North East Delhi,2021-04-05,-8.0,47.0,-28.0,23.0,-14.0,5.0
IN,India,Delhi,North East Delhi,2021-04-06,-12.0,35.0,-34.0,16.0,-15.0,5.0
IN,India,Delhi,North East Delhi,2021-04-07,-15.0,38.0,-36.0,22.0,-14.0,6.0
IN,India,Delhi,North East Delhi,2021-04-08,-15.0,32.0,-36.0,11.0,-13.0,6.0
IN,India,Delhi,North East Delhi,2021-04-09,-10.0,46.0,-35.0,22.0,-13.0,6.0
IN,India,Delhi,North East Delhi,2021-04-10,-12.0,44.0,-33.0,15.0,-14.0,7.0
IN,India,Delhi,North East Delhi,2021-04-11,-8.0,32.0,-37.0,19.0,-6.0,5.0
IN,India,Delhi,North East Delhi,2021-04-12,-5.0,51.0,-33.0,24.0,-17.0,7.0
IN,India,Delhi,North East Delhi,2021-04-13,-15.0,39.0,-40.0,9.0,-23.0,10.0
IN,India,Delhi,North East Delhi,2021-04-14,-20.0,30.0,-46.0,3.0,-30.0,12.0
IN,India,Delhi,North East Delhi,2021-04-15,-22.0,21.0,-46.0,-6.0,-22.0,11.0
IN,India,Delhi,North East Delhi,2021-04-16,-20.0,39.0,-51.0,4.0,-23.0,11.0
IN,India,Delhi,North East Delhi,2021-04-17,-67.0,-32.0,-71.0,-61.0,-71.0,29.0
IN,India,Delhi,North East Delhi,2021-04-18,-71.0,-48.0,-78.0,-65.0,-64.0,23.0
IN,India,Delhi,North East Delhi,2021-04-19,-4.0,65.0,-43.0,18.0,-26.0,9.0
IN,India,Delhi,North East Delhi,2021-04-20,-59.0,-19.0,-69.0,-55.0,-70.0,27.0
IN,India,Delhi,North East Delhi,2021-04-21,-58.0,-15.0,-68.0,-54.0,-73.0,28.0
IN,India,Delhi,North East Delhi,2021-04-22,-57.0,-22.0,-66.0,-55.0,-68.0,26.0
IN,India,Delhi,North East Delhi,2021-04-23,-54.0,-9.0,-67.0,-51.0,-69.0,27.0
IN,India,Delhi,North East Delhi,2021-04-24,-59.0,-18.0,-70.0,-56.0,-70.0,28.0
IN,India,Delhi,North East Delhi,2021-04-25,-61.0,-32.0,-72.0,-56.0,-59.0,20.0
IN,India,Delhi,North East Delhi,2021-04-26,-52.0,-7.0,-62.0,-47.0,-65.0,23.0
IN,India,Delhi,North East Delhi,2021-04-27,-53.0,-14.0,-66.0,-51.0,-69.0,24.0
IN,India,Delhi,North East Delhi,2021-04-28,-54.0,-11.0,-67.0,-49.0,-68.0,24.0
IN,India,Delhi,North East Delhi,2021-04-29,-57.0,-21.0,-68.0,-55.0,-69.0,25.0
IN,India,Delhi,North East Delhi,2021-04-30,-52.0,-1.0,-65.0,-49.0,-68.0,25.0
IN,India,Delhi,North East Delhi,2021-05-01,-58.0,-13.0,-70.0,-54.0,-69.0,26.0
IN,India,Delhi,North East Delhi,2021-05-02,-60.0,-31.0,-72.0,-56.0,-58.0,19.0
IN,India,Delhi,North East Delhi,2021-05-03,-56.0,-11.0,-67.0,-52.0,-68.0,25.0
IN,India,Delhi,North East Delhi,2021-05-04,-53.0,-10.0,-66.0,-52.0,-70.0,26.0
IN,India,Delhi,North East Delhi,2021-05-05,-55.0,-11.0,-69.0,-51.0,-69.0,26.0
IN,India,Delhi,North East Delhi,2021-05-06,-60.0,-25.0,-71.0,-57.0,-70.0,27.0
IN,India,Delhi,North East Delhi,2021-05-07,-53.0,-1.0,-66.0,-50.0,-69.0,26.0
IN,India,Delhi,North East Delhi,2021-05-08,-56.0,-11.0,-66.0,-52.0,-66.0,26.0
IN,India,Delhi,North East Delhi,2021-05-09,-59.0,-29.0,-70.0,-54.0,-55.0,19.0
IN,India,Delhi,North East Delhi,2021-05-10,-54.0,-7.0,-63.0,-52.0,-66.0,25.0
IN,India,Delhi,North East Delhi,2021-05-11,-52.0,-6.0,-64.0,-53.0,-68.0,26.0
IN,India,Delhi,North East Delhi,2021-05-12,-52.0,0.0,-64.0,-50.0,-68.0,26.0
IN,India,Delhi,North East Delhi,2021-05-13,-50.0,-2.0,-63.0,-53.0,-69.0,25.0
IN,India,Delhi,North East Delhi,2021-05-14,-53.0,-7.0,-61.0,-52.0,-75.0,26.0
IN,India,Delhi,North East Delhi,2021-05-15,-54.0,-7.0,-61.0,-49.0,-67.0,23.0
IN,India,Delhi,North East Delhi,2021-05-16,-56.0,-25.0,-64.0,-51.0,-55.0,16.0
IN,India,Delhi,North East Delhi,2021-05-17,-51.0,-4.0,-58.0,-46.0,-63.0,22.0
IN,India,Delhi,North East Delhi,2021-05-18,-50.0,-4.0,-57.0,-47.0,-66.0,23.0
IN,India,Delhi,North East Delhi,2021-05-19,-70.0,-44.0,-77.0,-61.0,-69.0,27.0
IN,India,Delhi,North East Delhi,2021-05-20,-46.0,-5.0,-62.0,-52.0,-65.0,24.0
IN,India,Delhi,North East Delhi,2021-05-21,-44.0,4.0,-62.0,-47.0,-66.0,25.0
IN,India,Delhi,North East Delhi,2021-05-22,-48.0,2.0,-58.0,-46.0,-61.0,23.0
IN,India,Delhi,North East Delhi,2021-05-23,-50.0,-18.0,-62.0,-47.0,-50.0,16.0
IN,India,Delhi,North East Delhi,2021-05-24,-45.0,1.0,-55.0,-43.0,-59.0,21.0
IN,India,Delhi,North East Delhi,2021-05-25,-42.0,0.0,-55.0,-46.0,-62.0,23.0
IN,India,Delhi,North East Delhi,2021-05-26,-45.0,-1.0,-57.0,-45.0,-66.0,24.0
IN,India,Delhi,North East Delhi,2021-05-27,-45.0,-8.0,-58.0,-49.0,-61.0,22.0
IN,India,Delhi,North East Delhi,2021-05-28,-40.0,9.0,-56.0,-41.0,-60.0,22.0
IN,India,Delhi,North East Delhi,2021-05-29,-43.0,8.0,-55.0,-42.0,-56.0,21.0
IN,India,Delhi,North East Delhi,2021-05-30,-46.0,-13.0,-59.0,-42.0,-47.0,15.0
IN,India,Delhi,North East Delhi,2021-05-31,-39.0,10.0,-50.0,-37.0,-52.0,19.0
IN,India,Delhi,North East Delhi,2021-06-01,-33.0,14.0,-49.0,-36.0,-55.0,20.0
IN,India,Delhi,North East Delhi,2021-06-02,-34.0,16.0,-51.0,-33.0,-54.0,19.0
IN,India,Delhi,North East Delhi,2021-06-03,-36.0,7.0,-50.0,-39.0,-53.0,19.0
IN,India,Delhi,North East Delhi,2021-06-04,-40.0,8.0,-55.0,-34.0,-53.0,20.0
IN,India,Delhi,North East Delhi,2021-06-05,-35.0,20.0,-49.0,-29.0,-49.0,18.0
IN,India,Delhi,North East Delhi,2021-06-06,-37.0,-3.0,-51.0,-31.0,-41.0,13.0
IN,India,Delhi,North East Delhi,2021-06-07,-22.0,25.0,-44.0,-15.0,-34.0,12.0
IN,India,Delhi,North East Delhi,2021-06-08,-17.0,32.0,-43.0,-16.0,-38.0,12.0
IN,India,Delhi,North East Delhi,2021-06-09,-18.0,39.0,-47.0,-7.0,-36.0,12.0
IN,India,Delhi,North East Delhi,2021-06-10,-20.0,24.0,-46.0,-14.0,-36.0,12.0
IN,India,Delhi,North East Delhi,2021-06-11,-13.0,46.0,-47.0,-6.0,-34.0,12.0
IN,India,Delhi,North East Delhi,2021-06-12,-17.0,47.0,-45.0,-1.0,-33.0,12.0
IN,India,Delhi,North East Delhi,2021-06-13,-13.0,31.0,-45.0,3.0,-26.0,8.0
IN,India,Delhi,North East Delhi,2021-06-14,-11.0,44.0,-38.0,4.0,-32.0,9.0
IN,India,Delhi,North East Delhi,2021-06-15,-9.0,41.0,-41.0,1.0,-33.0,9.0
IN,India,Delhi,North East Delhi,2021-06-16,-11.0,42.0,-42.0,9.0,-32.0,9.0
IN,India,Delhi,North East Delhi,2021-06-17,-17.0,29.0,-46.0,-2.0,-33.0,9.0
IN,India,Delhi,North East Delhi,2021-06-18,-12.0,45.0,-46.0,7.0,-32.0,9.0
IN,India,Delhi,North East Delhi,2021-06-19,-18.0,42.0,-45.0,9.0,-28.0,8.0
IN,India,Delhi,North East Delhi,2021-06-20,-14.0,24.0,-48.0,11.0,-26.0,6.0
IN,India,Delhi,North East Delhi,2021-06-21,-14.0,38.0,-43.0,8.0,-33.0,8.0
IN,India,Delhi,North East Delhi,2021-06-22,-13.0,37.0,-43.0,8.0,-34.0,8.0
IN,India,Delhi,North East Delhi,2021-06-23,-13.0,40.0,-45.0,14.0,-31.0,8.0
IN,India,Delhi,North East Delhi,2021-06-24,-14.0,25.0,-45.0,4.0,-31.0,8.0
IN,India,Delhi,North East Delhi,2021-06-25,-10.0,46.0,-46.0,11.0,-30.0,8.0
IN,India,Delhi,North East Delhi,2021-06-26,-15.0,45.0,-45.0,13.0,-27.0,8.0
IN,India,Delhi,North East Delhi,2021-06-27,-11.0,29.0,-45.0,17.0,-21.0,6.0
IN,India,Delhi,North East Delhi,2021-06-28,-8.0,44.0,-39.0,17.0,-31.0,7.0
IN,India,Delhi,North East Delhi,2021-06-29,-10.0,36.0,-44.0,12.0,-32.0,7.0
IN,India,Delhi,North East Delhi,2021-06-30,-14.0,35.0,-47.0,14.0,-31.0,7.0
IN,India,Delhi,North East Delhi,2021-07-01,-11.0,29.0,-45.0,4.0,-30.0,8.0
IN,India,Delhi,North East Delhi,2021-07-02,-12.0,35.0,-49.0,17.0,-29.0,8.0
IN,India,Delhi,North East Delhi,2021-07-03,-13.0,44.0,-47.0,21.0,-24.0,8.0
IN,India,Delhi,North East Delhi,2021-07-04,-7.0,36.0,-45.0,21.0,-19.0,6.0
IN,India,Delhi,North East Delhi,2021-07-05,-6.0,51.0,-39.0,22.0,-26.0,7.0
IN,India,Delhi,North East Delhi,2021-07-06,-6.0,45.0,-40.0,19.0,-27.0,7.0
IN,India,Delhi,North East Delhi,2021-07-07,-7.0,46.0,-43.0,27.0,-26.0,7.0
IN,India,Delhi,North East Delhi,2021-07-08,-11.0,34.0,-45.0,9.0,-25.0,8.0
IN,India,Delhi,North East Delhi,2021-07-09,-7.0,53.0,-43.0,20.0,-24.0,8.0
IN,India,Delhi,North East Delhi,2021-07-10,-9.0,50.0,-44.0,20.0,-23.0,8.0
IN,India,Delhi,North East Delhi,2021-07-11,-6.0,40.0,-43.0,27.0,-16.0,6.0
IN,India,Delhi,North East Delhi,2021-07-12,-2.0,55.0,-38.0,28.0,-25.0,7.0
IN,India,Delhi,North East Delhi,2021-07-13,-7.0,41.0,-45.0,24.0,-28.0,9.0
IN,India,Delhi,North East Delhi,2021-07-14,-20.0,25.0,-54.0,20.0,-27.0,10.0
IN,India,Delhi,North East Delhi,2021-07-15,-6.0,41.0,-45.0,16.0,-23.0,7.0
IN,India,Delhi,North East Delhi,2021-07-16,-3.0,65.0,-45.0,25.0,-23.0,7.0
IN,India,Delhi,North East Delhi,2021-07-17,-8.0,58.0,-44.0,27.0,-17.0,7.0
IN,India,Delhi,North East Delhi,2021-07-18,-3.0,46.0,-44.0,32.0,-14.0,5.0
IN,India,Delhi,North East Delhi,2021-07-19,-22.0,25.0,-61.0,7.0,-36.0,15.0
IN,India,Delhi,North East Delhi,2021-07-20,-2.0,67.0,-52.0,36.0,-23.0,7.0
IN,India,Delhi,North East Delhi,2021-07-21,-10.0,39.0,-45.0,12.0,-44.0,14.0
IN,India,Delhi,North East Delhi,2021-07-22,-8.0,35.0,-47.0,11.0,-29.0,8.0
IN,India,Delhi,North East Delhi,2021-07-23,-5.0,57.0,-46.0,18.0,-25.0,7.0
IN,India,Delhi,North East Delhi,2021-07-24,-11.0,51.0,-47.0,18.0,-19.0,7.0
IN,India,Delhi,North East Delhi,2021-07-25,-8.0,33.0,-49.0,18.0,-13.0,6.0
IN,India,Delhi,North East Delhi,2021-07-26,-8.0,48.0,-43.0,18.0,-20.0,7.0
IN,India,Delhi,North East Delhi,2021-07-27,-16.0,25.0,-57.0,6.0,-24.0,11.0
IN,India,Delhi,North East Delhi,2021-07-28,-25.0,19.0,-64.0,3.0,-24.0,12.0
IN,India,Delhi,North East Delhi,2021-07-29,-15.0,28.0,-53.0,18.0,-18.0,7.0
IN,India,Delhi,North East Delhi,2021-07-30,-7.0,52.0,-51.0,15.0,-17.0,8.0
IN,India,Delhi,North East Delhi,2021-07-31,-6.0,58.0,-47.0,22.0,-11.0,7.0
IN,India,Delhi,North East Delhi,2021-08-01,-11.0,26.0,-57.0,17.0,-17.0,9.0
IN,India,Delhi,North East Delhi,2021-08-02,-7.0,50.0,-49.0,18.0,-19.0,8.0
IN,India,Delhi,North East Delhi,2021-08-03,-1.0,53.0,-47.0,24.0,-20.0,7.0
IN,India,Delhi,North East Delhi,2021-08-04,-4.0,52.0,-49.0,21.0,-17.0,7.0
IN,India,Delhi,North East Delhi,2021-08-05,-5.0,39.0,-47.0,9.0,-17.0,7.0
IN,India,Delhi,North East Delhi,2021-08-06,-4.0,57.0,-47.0,20.0,-17.0,7.0
IN,India,Delhi,North East Delhi,2021-08-07,-11.0,48.0,-48.0,28.0,-13.0,8.0
IN,India,Delhi,North East Delhi,2021-08-08,-12.0,28.0,-52.0,16.0,-12.0,7.0
IN,India,Delhi,North East Delhi,2021-08-09,0.0,58.0,-43.0,23.0,-17.0,7.0
IN,India,Delhi,North East Delhi,2021-08-10,3.0,52.0,-43.0,25.0,-18.0,6.0
IN,India,Delhi,North East Delhi,2021-08-11,-2.0,55.0,-46.0,25.0,-16.0,7.0
IN,India,Delhi,North East Delhi,2021-08-12,-5.0,43.0,-45.0,10.0,-16.0,7.0
IN,India,Delhi,North East Delhi,2021-08-13,1.0,61.0,-46.0,26.0,-16.0,7.0
IN,India,Delhi,North East Delhi,2021-08-14,1.0,65.0,-42.0,23.0,-17.0,8.0
IN,India,Delhi,North East Delhi,2021-08-15,-18.0,14.0,-51.0,-4.0,-50.0,13.0
IN,India,Delhi,North East Delhi,2021-08-16,-2.0,54.0,-44.0,21.0,-16.0,7.0
IN,India,Delhi,North East Delhi,2021-08-17,0.0,52.0,-44.0,24.0,-17.0,6.0
IN,India,Delhi,North East Delhi,2021-08-18,-3.0,51.0,-46.0,24.0,-13.0,6.0
IN,India,Delhi,North East Delhi,2021-08-19,-2.0,45.0,-45.0,12.0,-15.0,7.0
IN,India,Delhi,North East Delhi,2021-08-20,4.0,60.0,-42.0,14.0,-29.0,10.0
IN,India,Delhi,North East Delhi,2021-08-21,-5.0,45.0,-51.0,49.0,-19.0,9.0
IN,India,Delhi,North East Delhi,2021-08-22,10.0,41.0,-39.0,82.0,-39.0,4.0
IN,India,Delhi,North East Delhi,2021-08-23,-3.0,49.0,-44.0,23.0,-18.0,6.0
IN,India,Delhi,North East Delhi,2021-08-24,-1.0,46.0,-44.0,20.0,-17.0,5.0
IN,India,Delhi,North East Delhi,2021-08-25,-3.0,53.0,-46.0,23.0,-14.0,6.0
IN,India,Delhi,North East Delhi,2021-08-26,-5.0,44.0,-43.0,11.0,-14.0,6.0
IN,India,Delhi,North East Delhi,2021-08-27,0.0,64.0,-41.0,21.0,-12.0,6.0
IN,India,Delhi,North East Delhi,2021-08-28,-10.0,53.0,-44.0,26.0,-7.0,6.0
IN,India,Delhi,North East Delhi,2021-08-29,0.0,44.0,-44.0,24.0,-3.0,5.0
IN,India,Delhi,North East Delhi,2021-08-30,6.0,72.0,-36.0,10.0,-39.0,13.0
IN,India,Delhi,North East Delhi,2021-08-31,-13.0,29.0,-51.0,14.0,-21.0,10.0
IN,India,Delhi,North East Delhi,2021-09-01,-16.0,31.0,-57.0,12.0,-27.0,14.0
IN,India,Delhi,North East Delhi,2021-09-02,-6.0,39.0,-49.0,15.0,-15.0,8.0
IN,India,Delhi,North East Delhi,2021-09-03,0.0,62.0,-43.0,23.0,-11.0,6.0
IN,India,Delhi,North East Delhi,2021-09-04,-8.0,57.0,-46.0,24.0,-5.0,7.0
IN,India,Delhi,North East Delhi,2021-09-05,-1.0,40.0,-45.0,26.0,-3.0,5.0
IN,India,Delhi,North East Delhi,2021-09-06,1.0,55.0,-38.0,26.0,-12.0,6.0
IN,India,Delhi,North East Delhi,2021-09-07,-4.0,46.0,-45.0,27.0,-14.0,6.0
IN,India,Delhi,North East Delhi,2021-09-08,2.0,67.0,-41.0,31.0,-12.0,6.0
IN,India,Delhi,North East Delhi,2021-09-09,-2.0,53.0,-41.0,15.0,-12.0,6.0
IN,India,Delhi,North East Delhi,2021-09-10,5.0,67.0,-41.0,23.0,-14.0,7.0
IN,India,Delhi,North East Delhi,2021-09-11,-23.0,25.0,-60.0,7.0,-22.0,13.0
IN,India,Delhi,North East Delhi,2021-09-12,3.0,46.0,-45.0,34.0,-3.0,5.0
IN,India,Delhi,North East Delhi,2021-09-13,4.0,64.0,-37.0,32.0,-12.0,6.0
IN,India,Delhi,North East Delhi,2021-09-14,6.0,61.0,-37.0,28.0,-14.0,5.0
IN,India,Delhi,North East Delhi,2021-09-15,2.0,62.0,-40.0,30.0,-12.0,5.0
IN,India,Delhi,North East Delhi,2021-09-16,-7.0,38.0,-45.0,16.0,-14.0,7.0
IN,India,Delhi,North East Delhi,2021-09-17,8.0,78.0,-41.0,33.0,-13.0,6.0
IN,India,Delhi,North East Delhi,2021-09-18,1.0,69.0,-40.0,33.0,-5.0,5.0
IN,India,Delhi,North East Delhi,2021-09-19,4.0,49.0,-40.0,37.0,-5.0,5.0
IN,India,Delhi,North East Delhi,2021-09-20,5.0,68.0,-35.0,35.0,-13.0,6.0
IN,India,Delhi,North East Delhi,2021-09-21,1.0,51.0,-42.0,28.0,-13.0,6.0
IN,India,Delhi,North East Delhi,2021-09-22,-1.0,60.0,-44.0,26.0,-9.0,6.0
IN,India,Delhi,North East Delhi,2021-09-23,-9.0,40.0,-45.0,25.0,-9.0,6.0
IN,India,Delhi,North East Delhi,2021-09-24,1.0,70.0,-47.0,30.0,-10.0,7.0
IN,India,Delhi,North East Delhi,2021-09-25,-4.0,61.0,-43.0,29.0,-5.0,6.0
IN,India,Delhi,North East Delhi,2021-09-26,2.0,48.0,-40.0,29.0,0.0,5.0
