country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Delhi,North East Delhi,2021-09-27,4.0,69.0,-37.0,27.0,-10.0,6.0
IN,India,Delhi,North East Delhi,2021-09-28,3.0,57.0,-39.0,27.0,-11.0,6.0
IN,India,Delhi,North East Delhi,2021-09-29,-2.0,61.0,-40.0,26.0,-9.0,6.0
IN,India,Delhi,North East Delhi,2021-09-30,-1.0,53.0,-41.0,20.0,-9.0,6.0
IN,India,Delhi,North East Delhi,2021-10-01,5.0,70.0,-40.0,34.0,-9.0,5.0
IN,India,Delhi,North East Delhi,2021-10-02,1.0,71.0,-36.0,13.0,-52.0,15.0
IN,India,Delhi,North East Delhi,2021-10-03,1.0,47.0,-43.0,29.0,1.0,5.0
IN,India,Delhi,North East Delhi,2021-10-04,6.0,66.0,-37.0,32.0,-9.0,5.0
IN,India,Delhi,North East Delhi,2021-10-05,7.0,65.0,-38.0,34.0,-11.0,5.0
IN,India,Delhi,North East Delhi,2021-10-06,10.0,74.0,-39.0,36.0,-9.0,5.0
IN,India,Delhi,North East Delhi,2021-10-07,0.0,53.0,-44.0,15.0,-9.0,7.0
IN,India,Delhi,North East Delhi,2021-10-08,9.0,74.0,-40.0,29.0,-8.0,5.0
IN,India,Delhi,North East Delhi,2021-10-09,4.0,73.0,-39.0,28.0,-7.0,6.0
IN,India,Delhi,North East Delhi,2021-10-10,9.0,55.0,-39.0,34.0,2.0,4.0
IN,India,Delhi,North East Delhi,2021-10-11,9.0,74.0,-34.0,33.0,-9.0,5.0
IN,India,Delhi,North East Delhi,2021-10-12,12.0,69.0,-37.0,29.0,-12.0,5.0
IN,India,Delhi,North East Delhi,2021-10-13,6.0,69.0,-42.0,26.0,-12.0,6.0
IN,India,Delhi,North East Delhi,2021-10-14,9.0,64.0,-38.0,15.0,-15.0,6.0
IN,India,Delhi,North East Delhi,2021-10-15,34.0,112.0,-25.0,23.0,-48.0,14.0
IN,India,Delhi,North East Delhi,2021-10-16,6.0,74.0,-38.0,28.0,-4.0,5.0
IN,India,Delhi,North East Delhi,2021-10-17,-3.0,31.0,-49.0,28.0,0.0,5.0
IN,India,Delhi,North East Delhi,2021-10-18,11.0,72.0,-45.0,31.0,-13.0,7.0
IN,India,Delhi,North East Delhi,2021-10-19,18.0,78.0,-38.0,27.0,-23.0,8.0
IN,India,Delhi,North East Delhi,2021-10-20,10.0,74.0,-40.0,30.0,-15.0,6.0
IN,India,Delhi,North East Delhi,2021-10-21,11.0,74.0,-40.0,27.0,-8.0,5.0
IN,India,Delhi,North East Delhi,2021-10-22,15.0,83.0,-38.0,32.0,-7.0,5.0
IN,India,Delhi,North East Delhi,2021-10-23,11.0,87.0,-38.0,35.0,-2.0,5.0
IN,India,Delhi,North East Delhi,2021-10-24,-4.0,38.0,-50.0,15.0,0.0,8.0
IN,India,Delhi,North East Delhi,2021-10-25,9.0,78.0,-39.0,32.0,-7.0,6.0
IN,India,Delhi,North East Delhi,2021-10-26,9.0,77.0,-38.0,35.0,-8.0,6.0
IN,India,Delhi,North East Delhi,2021-10-27,10.0,89.0,-39.0,38.0,-6.0,6.0
IN,India,Delhi,North East Delhi,2021-10-28,4.0,70.0,-42.0,18.0,-7.0,7.0
IN,India,Delhi,North East Delhi,2021-10-29,12.0,101.0,-37.0,33.0,-6.0,6.0
IN,India,Delhi,North East Delhi,2021-10-30,7.0,93.0,-36.0,37.0,2.0,5.0
IN,India,Delhi,North East Delhi,2021-10-31,13.0,81.0,-37.0,40.0,11.0,4.0
IN,India,Delhi,North East Delhi,2021-11-01,18.0,99.0,-34.0,40.0,-3.0,5.0
IN,India,Delhi,North East Delhi,2021-11-02,33.0,114.0,-33.0,40.0,-8.0,5.0
IN,India,Delhi,North East Delhi,2021-11-03,31.0,116.0,-36.0,37.0,-12.0,7.0
IN,India,Delhi,North East Delhi,2021-11-04,23.0,96.0,-35.0,3.0,-52.0,19.0
IN,India,Delhi,North East Delhi,2021-11-05,19.0,105.0,-41.0,9.0,-57.0,18.0
IN,India,Delhi,North East Delhi,2021-11-06,22.0,99.0,-35.0,37.0,-49.0,10.0
IN,India,Delhi,North East Delhi,2021-11-07,8.0,63.0,-42.0,34.0,-9.0,3.0
IN,India,Delhi,North East Delhi,2021-11-08,13.0,89.0,-38.0,32.0,-11.0,5.0
IN,India,Delhi,North East Delhi,2021-11-09,15.0,82.0,-38.0,33.0,-13.0,5.0
IN,India,Delhi,North East Delhi,2021-11-10,14.0,89.0,-41.0,33.0,-18.0,7.0
IN,India,Delhi,North East Delhi,2021-11-11,11.0,87.0,-43.0,25.0,-11.0,5.0
IN,India,Delhi,North East Delhi,2021-11-12,16.0,108.0,-43.0,35.0,-10.0,5.0
IN,India,Delhi,North East Delhi,2021-11-13,11.0,103.0,-38.0,33.0,-10.0,5.0
IN,India,Delhi,North East Delhi,2021-11-14,17.0,83.0,-39.0,47.0,-4.0,3.0
IN,India,Delhi,North East Delhi,2021-11-15,16.0,101.0,-36.0,38.0,-15.0,5.0
IN,India,Delhi,North East Delhi,2021-11-16,20.0,91.0,-37.0,35.0,-15.0,5.0
IN,India,Delhi,North East Delhi,2021-11-17,15.0,92.0,-40.0,34.0,-13.0,5.0
IN,India,Delhi,North East Delhi,2021-11-18,12.0,77.0,-42.0,21.0,-14.0,5.0
IN,India,Delhi,North East Delhi,2021-11-19,20.0,108.0,-38.0,25.0,-32.0,9.0
IN,India,Delhi,North East Delhi,2021-11-20,11.0,96.0,-38.0,38.0,-8.0,5.0
IN,India,Delhi,North East Delhi,2021-11-21,20.0,77.0,-37.0,52.0,-6.0,2.0
IN,India,Delhi,North East Delhi,2021-11-22,16.0,94.0,-36.0,38.0,-14.0,5.0
IN,India,Delhi,North East Delhi,2021-11-23,16.0,85.0,-41.0,33.0,-14.0,6.0
IN,India,Delhi,North East Delhi,2021-11-24,13.0,90.0,-38.0,34.0,-12.0,6.0
IN,India,Delhi,North East Delhi,2021-11-25,11.0,79.0,-42.0,21.0,-12.0,6.0
IN,India,Delhi,North East Delhi,2021-11-26,16.0,101.0,-41.0,37.0,-12.0,6.0
IN,India,Delhi,North East Delhi,2021-11-27,11.0,96.0,-37.0,34.0,-7.0,5.0
IN,India,Delhi,North East Delhi,2021-11-28,20.0,80.0,-37.0,48.0,-2.0,2.0
IN,India,Delhi,North East Delhi,2021-11-29,19.0,90.0,-35.0,40.0,-11.0,4.0
IN,India,Delhi,North East Delhi,2021-11-30,23.0,91.0,-39.0,41.0,-12.0,4.0
IN,India,Delhi,North East Delhi,2021-12-01,16.0,95.0,-38.0,42.0,-10.0,5.0
IN,India,Delhi,North East Delhi,2021-12-02,4.0,60.0,-50.0,19.0,-10.0,6.0
IN,India,Delhi,North East Delhi,2021-12-03,17.0,103.0,-42.0,34.0,-9.0,6.0
IN,India,Delhi,North East Delhi,2021-12-04,10.0,96.0,-38.0,36.0,-2.0,5.0
IN,India,Delhi,North East Delhi,2021-12-05,15.0,78.0,-39.0,46.0,-1.0,4.0
IN,India,Delhi,North East Delhi,2021-12-06,16.0,95.0,-36.0,40.0,-9.0,5.0
IN,India,Delhi,North East Delhi,2021-12-07,22.0,88.0,-36.0,41.0,-8.0,5.0
IN,India,Delhi,North East Delhi,2021-12-08,17.0,93.0,-43.0,43.0,-6.0,5.0
IN,India,Delhi,North East Delhi,2021-12-09,14.0,80.0,-40.0,28.0,-5.0,5.0
IN,India,Delhi,North East Delhi,2021-12-10,16.0,98.0,-42.0,35.0,-4.0,6.0
IN,India,Delhi,North East Delhi,2021-12-11,13.0,93.0,-35.0,42.0,-3.0,5.0
IN,India,Delhi,North East Delhi,2021-12-12,14.0,73.0,-39.0,50.0,3.0,3.0
IN,India,Delhi,North East Delhi,2021-12-13,15.0,89.0,-37.0,41.0,-6.0,5.0
IN,India,Delhi,North East Delhi,2021-12-14,13.0,78.0,-42.0,35.0,-5.0,6.0
IN,India,Delhi,North East Delhi,2021-12-15,8.0,85.0,-45.0,40.0,-2.0,6.0
IN,India,Delhi,North East Delhi,2021-12-16,2.0,68.0,-48.0,21.0,-3.0,7.0
IN,India,Delhi,North East Delhi,2021-12-17,8.0,90.0,-44.0,30.0,-2.0,7.0
IN,India,Delhi,North East Delhi,2021-12-18,-1.0,79.0,-47.0,31.0,5.0,7.0
IN,India,Delhi,North East Delhi,2021-12-19,7.0,67.0,-44.0,40.0,6.0,5.0
IN,India,Delhi,North East Delhi,2021-12-20,7.0,85.0,-40.0,34.0,-2.0,7.0
IN,India,Delhi,North East Delhi,2021-12-21,9.0,77.0,-43.0,30.0,-3.0,7.0
IN,India,Delhi,North East Delhi,2021-12-22,5.0,81.0,-47.0,37.0,0.0,7.0
IN,India,Delhi,North East Delhi,2021-12-23,1.0,67.0,-45.0,22.0,0.0,7.0
IN,India,Delhi,North East Delhi,2021-12-24,7.0,70.0,-44.0,31.0,-2.0,7.0
IN,India,Delhi,North East Delhi,2021-12-25,5.0,65.0,-40.0,30.0,-9.0,8.0
IN,India,Delhi,North East Delhi,2021-12-26,-5.0,33.0,-49.0,29.0,8.0,5.0
IN,India,Delhi,North East Delhi,2021-12-27,6.0,61.0,-42.0,35.0,-2.0,7.0
IN,India,Delhi,North East Delhi,2021-12-28,-3.0,39.0,-51.0,21.0,-4.0,8.0
IN,India,Delhi,North East Delhi,2021-12-29,2.0,58.0,-47.0,32.0,-2.0,8.0
IN,India,Delhi,North East Delhi,2021-12-30,-1.0,44.0,-47.0,16.0,-7.0,9.0
IN,India,Delhi,North East Delhi,2021-12-31,12.0,69.0,-43.0,32.0,-5.0,8.0
IN,India,Delhi,North West Delhi,2021-01-01,-23.0,2.0,-37.0,-13.0,-34.0,12.0
IN,India,Delhi,North West Delhi,2021-01-02,-40.0,-6.0,-49.0,-21.0,-19.0,11.0
IN,India,Delhi,North West Delhi,2021-01-03,-39.0,-9.0,-51.0,-18.0,-11.0,9.0
IN,India,Delhi,North West Delhi,2021-01-04,-41.0,-12.0,-45.0,-17.0,-25.0,11.0
IN,India,Delhi,North West Delhi,2021-01-05,-38.0,-5.0,-44.0,-17.0,-27.0,12.0
IN,India,Delhi,North West Delhi,2021-01-06,-33.0,-2.0,-35.0,-13.0,-24.0,11.0
IN,India,Delhi,North West Delhi,2021-01-07,-32.0,-2.0,-30.0,-14.0,-22.0,10.0
IN,India,Delhi,North West Delhi,2021-01-08,-33.0,0.0,-30.0,-12.0,-21.0,10.0
IN,India,Delhi,North West Delhi,2021-01-09,-34.0,-1.0,-31.0,-14.0,-18.0,9.0
IN,India,Delhi,North West Delhi,2021-01-10,-31.0,-1.0,-26.0,-5.0,-5.0,5.0
IN,India,Delhi,North West Delhi,2021-01-11,-33.0,1.0,-22.0,-15.0,-24.0,9.0
IN,India,Delhi,North West Delhi,2021-01-12,-32.0,2.0,-23.0,-15.0,-24.0,9.0
IN,India,Delhi,North West Delhi,2021-01-13,-33.0,3.0,-28.0,-16.0,-26.0,8.0
IN,India,Delhi,North West Delhi,2021-01-14,-39.0,-12.0,-33.0,-26.0,-32.0,8.0
IN,India,Delhi,North West Delhi,2021-01-15,-40.0,-11.0,-32.0,-26.0,-30.0,8.0
IN,India,Delhi,North West Delhi,2021-01-16,-40.0,-12.0,-35.0,-23.0,-23.0,6.0
IN,India,Delhi,North West Delhi,2021-01-17,-37.0,-9.0,-31.0,-18.0,-16.0,4.0
IN,India,Delhi,North West Delhi,2021-01-18,-38.0,-6.0,-25.0,-23.0,-29.0,8.0
IN,India,Delhi,North West Delhi,2021-01-19,-38.0,-6.0,-20.0,-21.0,-27.0,8.0
IN,India,Delhi,North West Delhi,2021-01-20,-36.0,-6.0,-27.0,-17.0,-27.0,8.0
IN,India,Delhi,North West Delhi,2021-01-21,-36.0,-8.0,-27.0,-21.0,-25.0,8.0
IN,India,Delhi,North West Delhi,2021-01-22,-36.0,-6.0,-27.0,-17.0,-24.0,9.0
IN,India,Delhi,North West Delhi,2021-01-23,-37.0,-5.0,-29.0,-18.0,-19.0,7.0
IN,India,Delhi,North West Delhi,2021-01-24,-37.0,-9.0,-33.0,-16.0,-10.0,5.0
IN,India,Delhi,North West Delhi,2021-01-25,-33.0,2.0,-21.0,-20.0,-30.0,8.0
IN,India,Delhi,North West Delhi,2021-01-26,-57.0,-37.0,-20.0,-54.0,-79.0,23.0
IN,India,Delhi,North West Delhi,2021-01-27,-37.0,-6.0,-26.0,-22.0,-27.0,8.0
IN,India,Delhi,North West Delhi,2021-01-28,-36.0,-8.0,-26.0,-19.0,-24.0,8.0
IN,India,Delhi,North West Delhi,2021-01-29,-33.0,1.0,-23.0,-13.0,-22.0,8.0
IN,India,Delhi,North West Delhi,2021-01-30,-33.0,6.0,-26.0,-11.0,-14.0,6.0
IN,India,Delhi,North West Delhi,2021-01-31,-30.0,6.0,-22.0,-5.0,-7.0,4.0
IN,India,Delhi,North West Delhi,2021-02-01,-32.0,9.0,-14.0,-12.0,-26.0,7.0
IN,India,Delhi,North West Delhi,2021-02-02,-31.0,10.0,-14.0,-9.0,-24.0,7.0
IN,India,Delhi,North West Delhi,2021-02-03,-31.0,6.0,-23.0,-12.0,-23.0,7.0
IN,India,Delhi,North West Delhi,2021-02-04,-35.0,-2.0,-30.0,-17.0,-24.0,8.0
IN,India,Delhi,North West Delhi,2021-02-05,-30.0,8.0,-19.0,-11.0,-21.0,7.0
IN,India,Delhi,North West Delhi,2021-02-06,-32.0,10.0,-25.0,-15.0,-14.0,6.0
IN,India,Delhi,North West Delhi,2021-02-07,-26.0,10.0,-18.0,-2.0,-8.0,3.0
IN,India,Delhi,North West Delhi,2021-02-08,-30.0,11.0,-15.0,-12.0,-24.0,6.0
IN,India,Delhi,North West Delhi,2021-02-09,-28.0,15.0,-14.0,-7.0,-22.0,6.0
IN,India,Delhi,North West Delhi,2021-02-10,-28.0,12.0,-19.0,-9.0,-22.0,6.0
IN,India,Delhi,North West Delhi,2021-02-11,-29.0,8.0,-15.0,-10.0,-21.0,6.0
IN,India,Delhi,North West Delhi,2021-02-12,-27.0,11.0,-16.0,-7.0,-20.0,6.0
IN,India,Delhi,North West Delhi,2021-02-13,-29.0,9.0,-19.0,-9.0,-20.0,5.0
IN,India,Delhi,North West Delhi,2021-02-14,-17.0,13.0,-11.0,3.0,-9.0,1.0
IN,India,Delhi,North West Delhi,2021-02-15,-27.0,13.0,-5.0,-6.0,-25.0,4.0
IN,India,Delhi,North West Delhi,2021-02-16,-26.0,11.0,-4.0,1.0,-26.0,3.0
IN,India,Delhi,North West Delhi,2021-02-17,-29.0,7.0,-16.0,-5.0,-23.0,5.0
IN,India,Delhi,North West Delhi,2021-02-18,-28.0,7.0,-16.0,-7.0,-21.0,6.0
IN,India,Delhi,North West Delhi,2021-02-19,-28.0,10.0,-14.0,-3.0,-19.0,7.0
IN,India,Delhi,North West Delhi,2021-02-20,-28.0,10.0,-17.0,-2.0,-13.0,4.0
IN,India,Delhi,North West Delhi,2021-02-21,-25.0,10.0,-11.0,3.0,-8.0,2.0
IN,India,Delhi,North West Delhi,2021-02-22,-28.0,11.0,-6.0,-7.0,-22.0,6.0
IN,India,Delhi,North West Delhi,2021-02-23,-28.0,12.0,-5.0,-4.0,-20.0,6.0
IN,India,Delhi,North West Delhi,2021-02-24,-28.0,9.0,-12.0,-5.0,-20.0,6.0
IN,India,Delhi,North West Delhi,2021-02-25,-28.0,7.0,-12.0,-7.0,-20.0,6.0
IN,India,Delhi,North West Delhi,2021-02-26,-27.0,12.0,-12.0,-3.0,-19.0,6.0
IN,India,Delhi,North West Delhi,2021-02-27,-30.0,9.0,-16.0,-4.0,-14.0,5.0
IN,India,Delhi,North West Delhi,2021-02-28,-23.0,12.0,-10.0,6.0,-4.0,2.0
IN,India,Delhi,North West Delhi,2021-03-01,-27.0,15.0,-2.0,-4.0,-22.0,6.0
IN,India,Delhi,North West Delhi,2021-03-02,-27.0,14.0,-3.0,0.0,-20.0,6.0
IN,India,Delhi,North West Delhi,2021-03-03,-27.0,13.0,-9.0,-3.0,-20.0,6.0
IN,India,Delhi,North West Delhi,2021-03-04,-27.0,10.0,-8.0,-5.0,-19.0,7.0
IN,India,Delhi,North West Delhi,2021-03-05,-27.0,14.0,-7.0,-2.0,-18.0,7.0
IN,India,Delhi,North West Delhi,2021-03-06,-27.0,14.0,-11.0,-1.0,-11.0,5.0
IN,India,Delhi,North West Delhi,2021-03-07,-23.0,16.0,-6.0,2.0,-7.0,3.0
IN,India,Delhi,North West Delhi,2021-03-08,-28.0,16.0,2.0,-4.0,-21.0,6.0
IN,India,Delhi,North West Delhi,2021-03-09,-28.0,15.0,-2.0,-2.0,-20.0,6.0
IN,India,Delhi,North West Delhi,2021-03-10,-24.0,18.0,-6.0,-1.0,-19.0,6.0
IN,India,Delhi,North West Delhi,2021-03-11,-30.0,11.0,-11.0,-13.0,-29.0,9.0
IN,India,Delhi,North West Delhi,2021-03-12,-27.0,12.0,-13.0,-1.0,-18.0,6.0
IN,India,Delhi,North West Delhi,2021-03-13,-26.0,14.0,-12.0,-3.0,-18.0,5.0
IN,India,Delhi,North West Delhi,2021-03-14,-24.0,16.0,-8.0,6.0,-7.0,2.0
IN,India,Delhi,North West Delhi,2021-03-15,-26.0,16.0,5.0,2.0,-23.0,4.0
IN,India,Delhi,North West Delhi,2021-03-16,-28.0,14.0,-1.0,-1.0,-20.0,5.0
IN,India,Delhi,North West Delhi,2021-03-17,-27.0,14.0,-9.0,1.0,-18.0,6.0
IN,India,Delhi,North West Delhi,2021-03-18,-27.0,11.0,-7.0,2.0,-17.0,6.0
IN,India,Delhi,North West Delhi,2021-03-19,-26.0,16.0,-6.0,5.0,-15.0,6.0
IN,India,Delhi,North West Delhi,2021-03-20,-27.0,15.0,-12.0,6.0,-9.0,4.0
IN,India,Delhi,North West Delhi,2021-03-21,-24.0,14.0,-8.0,8.0,-5.0,3.0
IN,India,Delhi,North West Delhi,2021-03-22,-26.0,18.0,0.0,2.0,-19.0,6.0
IN,India,Delhi,North West Delhi,2021-03-23,-27.0,16.0,-1.0,1.0,-17.0,6.0
IN,India,Delhi,North West Delhi,2021-03-24,-25.0,15.0,-8.0,3.0,-18.0,6.0
IN,India,Delhi,North West Delhi,2021-03-25,-25.0,14.0,-9.0,1.0,-17.0,6.0
IN,India,Delhi,North West Delhi,2021-03-26,-24.0,19.0,-7.0,2.0,-16.0,6.0
IN,India,Delhi,North West Delhi,2021-03-27,-25.0,19.0,-14.0,0.0,-11.0,5.0
IN,India,Delhi,North West Delhi,2021-03-28,-32.0,10.0,-21.0,-13.0,-11.0,6.0
IN,India,Delhi,North West Delhi,2021-03-29,-60.0,-41.0,-34.0,-62.0,-85.0,27.0
IN,India,Delhi,North West Delhi,2021-03-30,-32.0,10.0,-10.0,-13.0,-27.0,8.0
IN,India,Delhi,North West Delhi,2021-03-31,-28.0,10.0,-14.0,-5.0,-20.0,6.0
IN,India,Delhi,North West Delhi,2021-04-01,-27.0,11.0,-11.0,-5.0,-19.0,7.0
IN,India,Delhi,North West Delhi,2021-04-02,-28.0,17.0,-9.0,-8.0,-30.0,10.0
IN,India,Delhi,North West Delhi,2021-04-03,-28.0,15.0,-16.0,-3.0,-11.0,5.0
IN,India,Delhi,North West Delhi,2021-04-04,-26.0,13.0,-12.0,0.0,-6.0,4.0
IN,India,Delhi,North West Delhi,2021-04-05,-28.0,17.0,-3.0,-4.0,-20.0,7.0
IN,India,Delhi,North West Delhi,2021-04-06,-30.0,15.0,-3.0,-3.0,-19.0,7.0
IN,India,Delhi,North West Delhi,2021-04-07,-31.0,11.0,-14.0,-5.0,-21.0,8.0
IN,India,Delhi,North West Delhi,2021-04-08,-30.0,11.0,-12.0,-6.0,-19.0,8.0
IN,India,Delhi,North West Delhi,2021-04-09,-31.0,14.0,-12.0,-5.0,-18.0,9.0
IN,India,Delhi,North West Delhi,2021-04-10,-32.0,12.0,-17.0,-9.0,-19.0,9.0
IN,India,Delhi,North West Delhi,2021-04-11,-29.0,13.0,-16.0,-4.0,-8.0,6.0
IN,India,Delhi,North West Delhi,2021-04-12,-28.0,23.0,-5.0,-7.0,-25.0,9.0
IN,India,Delhi,North West Delhi,2021-04-13,-36.0,10.0,-12.0,-13.0,-27.0,11.0
IN,India,Delhi,North West Delhi,2021-04-14,-39.0,5.0,-21.0,-21.0,-37.0,14.0
IN,India,Delhi,North West Delhi,2021-04-15,-37.0,6.0,-22.0,-18.0,-29.0,12.0
IN,India,Delhi,North West Delhi,2021-04-16,-40.0,11.0,-30.0,-15.0,-30.0,13.0
IN,India,Delhi,North West Delhi,2021-04-17,-83.0,-57.0,-72.0,-70.0,-75.0,30.0
IN,India,Delhi,North West Delhi,2021-04-18,-83.0,-59.0,-71.0,-68.0,-67.0,23.0
IN,India,Delhi,North West Delhi,2021-04-19,-29.0,52.0,-13.0,-10.0,-36.0,11.0
IN,India,Delhi,North West Delhi,2021-04-20,-78.0,-43.0,-62.0,-64.0,-76.0,30.0
IN,India,Delhi,North West Delhi,2021-04-21,-76.0,-40.0,-63.0,-66.0,-77.0,31.0
IN,India,Delhi,North West Delhi,2021-04-22,-75.0,-40.0,-61.0,-64.0,-74.0,30.0
IN,India,Delhi,North West Delhi,2021-04-23,-75.0,-36.0,-60.0,-63.0,-74.0,31.0
IN,India,Delhi,North West Delhi,2021-04-24,-77.0,-40.0,-64.0,-64.0,-72.0,28.0
IN,India,Delhi,North West Delhi,2021-04-25,-78.0,-46.0,-65.0,-62.0,-62.0,20.0
IN,India,Delhi,North West Delhi,2021-04-26,-72.0,-28.0,-55.0,-60.0,-73.0,27.0
IN,India,Delhi,North West Delhi,2021-04-27,-74.0,-35.0,-56.0,-62.0,-74.0,28.0
IN,India,Delhi,North West Delhi,2021-04-28,-74.0,-35.0,-61.0,-62.0,-74.0,28.0
IN,India,Delhi,North West Delhi,2021-04-29,-74.0,-39.0,-62.0,-63.0,-75.0,29.0
IN,India,Delhi,North West Delhi,2021-04-30,-74.0,-35.0,-60.0,-61.0,-74.0,29.0
IN,India,Delhi,North West Delhi,2021-05-01,-76.0,-39.0,-64.0,-64.0,-72.0,28.0
IN,India,Delhi,North West Delhi,2021-05-02,-78.0,-45.0,-65.0,-61.0,-61.0,20.0
IN,India,Delhi,North West Delhi,2021-05-03,-73.0,-29.0,-56.0,-61.0,-74.0,28.0
IN,India,Delhi,North West Delhi,2021-05-04,-74.0,-35.0,-57.0,-62.0,-74.0,29.0
IN,India,Delhi,North West Delhi,2021-05-05,-74.0,-38.0,-60.0,-63.0,-74.0,29.0
IN,India,Delhi,North West Delhi,2021-05-06,-76.0,-47.0,-65.0,-66.0,-74.0,30.0
IN,India,Delhi,North West Delhi,2021-05-07,-74.0,-35.0,-59.0,-62.0,-73.0,30.0
IN,India,Delhi,North West Delhi,2021-05-08,-76.0,-41.0,-63.0,-64.0,-70.0,28.0
IN,India,Delhi,North West Delhi,2021-05-09,-77.0,-48.0,-65.0,-62.0,-59.0,20.0
IN,India,Delhi,North West Delhi,2021-05-10,-73.0,-33.0,-55.0,-64.0,-71.0,28.0
IN,India,Delhi,North West Delhi,2021-05-11,-74.0,-37.0,-55.0,-64.0,-72.0,28.0
IN,India,Delhi,North West Delhi,2021-05-12,-74.0,-36.0,-58.0,-63.0,-72.0,28.0
IN,India,Delhi,North West Delhi,2021-05-13,-73.0,-39.0,-58.0,-64.0,-72.0,29.0
IN,India,Delhi,North West Delhi,2021-05-14,-75.0,-39.0,-57.0,-65.0,-76.0,30.0
IN,India,Delhi,North West Delhi,2021-05-15,-75.0,-39.0,-59.0,-62.0,-67.0,26.0
IN,India,Delhi,North West Delhi,2021-05-16,-76.0,-45.0,-60.0,-60.0,-55.0,19.0
IN,India,Delhi,North West Delhi,2021-05-17,-71.0,-29.0,-49.0,-61.0,-68.0,26.0
IN,India,Delhi,North West Delhi,2021-05-18,-72.0,-35.0,-49.0,-62.0,-69.0,27.0
IN,India,Delhi,North West Delhi,2021-05-19,-81.0,-59.0,-76.0,-71.0,-73.0,30.0
IN,India,Delhi,North West Delhi,2021-05-20,-68.0,-31.0,-57.0,-63.0,-69.0,27.0
IN,India,Delhi,North West Delhi,2021-05-21,-70.0,-32.0,-60.0,-61.0,-69.0,29.0
IN,India,Delhi,North West Delhi,2021-05-22,-72.0,-34.0,-62.0,-60.0,-64.0,26.0
IN,India,Delhi,North West Delhi,2021-05-23,-73.0,-41.0,-60.0,-58.0,-52.0,18.0
IN,India,Delhi,North West Delhi,2021-05-24,-67.0,-25.0,-50.0,-59.0,-65.0,25.0
IN,India,Delhi,North West Delhi,2021-05-25,-68.0,-32.0,-50.0,-60.0,-66.0,26.0
IN,India,Delhi,North West Delhi,2021-05-26,-69.0,-35.0,-54.0,-61.0,-69.0,27.0
IN,India,Delhi,North West Delhi,2021-05-27,-67.0,-32.0,-52.0,-60.0,-65.0,26.0
IN,India,Delhi,North West Delhi,2021-05-28,-67.0,-28.0,-49.0,-57.0,-63.0,26.0
IN,India,Delhi,North West Delhi,2021-05-29,-68.0,-30.0,-53.0,-56.0,-59.0,24.0
IN,India,Delhi,North West Delhi,2021-05-30,-69.0,-36.0,-53.0,-54.0,-48.0,17.0
IN,India,Delhi,North West Delhi,2021-05-31,-61.0,-16.0,-40.0,-53.0,-56.0,22.0
IN,India,Delhi,North West Delhi,2021-06-01,-59.0,-18.0,-39.0,-51.0,-56.0,22.0
IN,India,Delhi,North West Delhi,2021-06-02,-59.0,-18.0,-42.0,-50.0,-55.0,22.0
IN,India,Delhi,North West Delhi,2021-06-03,-59.0,-21.0,-40.0,-51.0,-55.0,22.0
IN,India,Delhi,North West Delhi,2021-06-04,-61.0,-22.0,-46.0,-48.0,-53.0,22.0
IN,India,Delhi,North West Delhi,2021-06-05,-60.0,-17.0,-44.0,-47.0,-48.0,19.0
IN,India,Delhi,North West Delhi,2021-06-06,-62.0,-24.0,-45.0,-45.0,-38.0,14.0
IN,India,Delhi,North West Delhi,2021-06-07,-41.0,7.0,-30.0,-34.0,-40.0,15.0
IN,India,Delhi,North West Delhi,2021-06-08,-41.0,3.0,-29.0,-31.0,-41.0,15.0
IN,India,Delhi,North West Delhi,2021-06-09,-39.0,6.0,-33.0,-30.0,-41.0,15.0
IN,India,Delhi,North West Delhi,2021-06-10,-39.0,0.0,-33.0,-30.0,-40.0,15.0
IN,India,Delhi,North West Delhi,2021-06-11,-38.0,9.0,-30.0,-26.0,-38.0,15.0
IN,India,Delhi,North West Delhi,2021-06-12,-39.0,7.0,-35.0,-24.0,-36.0,13.0
IN,India,Delhi,North West Delhi,2021-06-13,-35.0,9.0,-30.0,-18.0,-24.0,8.0
IN,India,Delhi,North West Delhi,2021-06-14,-33.0,16.0,-21.0,-23.0,-37.0,12.0
IN,India,Delhi,North West Delhi,2021-06-15,-33.0,13.0,-19.0,-22.0,-36.0,12.0
IN,India,Delhi,North West Delhi,2021-06-16,-33.0,12.0,-27.0,-20.0,-37.0,12.0
IN,India,Delhi,North West Delhi,2021-06-17,-32.0,7.0,-27.0,-22.0,-37.0,12.0
IN,India,Delhi,North West Delhi,2021-06-18,-34.0,15.0,-25.0,-20.0,-35.0,12.0
IN,India,Delhi,North West Delhi,2021-06-19,-35.0,10.0,-31.0,-18.0,-30.0,9.0
IN,India,Delhi,North West Delhi,2021-06-20,-31.0,12.0,-29.0,-14.0,-23.0,6.0
IN,India,Delhi,North West Delhi,2021-06-21,-34.0,13.0,-16.0,-22.0,-39.0,11.0
IN,India,Delhi,North West Delhi,2021-06-22,-32.0,11.0,-14.0,-18.0,-37.0,11.0
