date,retail_and_recreation_percent_change_from_baseline,ndti_change_from_baseline,ndvi_change_from_baseline,tmmx_change_from_baseline,Precipitation (mm/day)_change_from_baseline,aod_change_from_baseline,NO2_column_number_density_change_from_baseline,avg_rad_change_from_baseline
2018-11-28,,,,,-99.3777848769662,25.450702557815667,177.10160577225835,
2018-11-29,,,,,-100.00000000000001,74.87119029035485,0.6463932382000408,
2018-11-30,,,,,-100.00000000000001,-16.14473197828875,-12.087271927165334,
2018-12-01,,1.4820428608394756,-14.455050633602525,-5.46016074581855,-100.00000000000001,-44.18517664642798,8.52010861547475,-7.525561412206234
2018-12-02,,,,,-100.00000000000001,-20.28552243520841,74.24535886110652,
2018-12-03,,,,,-100.00000000000001,-12.61683889579526,35.06815230983529,
2018-12-04,,,,,-100.00000000000001,-13.418618054466656,69.32658853547825,
2018-12-05,,,,,-100.00000000000001,-19.069356632188374,,
2018-12-06,,-29.781220560043128,-32.85117792987428,,-100.00000000000001,10.074852078746417,241.30895361627807,
2018-12-07,,,,,-100.00000000000001,10.504070817075533,-20.256800699603204,
2018-12-08,,,,,-100.00000000000001,-7.780412192070562,55.47126424781975,
2018-12-09,,,,,-100.00000000000001,-0.6143051548106709,91.90006416113006,
2018-12-10,,,,,-100.00000000000001,113.23112793346502,49.243050176995624,
2018-12-11,,-55.50498060934416,-82.13845985986333,,-69.22578037402401,176.07255237988815,,
2018-12-12,,,,,-63.74329105372798,305.4248515914605,16.924577834765962,
2018-12-13,,,,,-95.35141443205232,82.92960307386194,-33.521346976074824,
2018-12-14,,,,,-100.00000000000001,-19.499275488102036,4.354591568354894,
2018-12-15,,,,,-100.00000000000001,-22.92210957873391,-10.566120367352275,
2018-12-16,,17.98810126017146,5.565499448812756,,-100.00000000000001,-40.94220115756497,16.38534540535641,
2018-12-17,,,,,-99.99946471519354,-33.089210168823065,68.63941620310402,
2018-12-18,,,,,-100.00000000000001,-19.84893277195158,-21.133843252825937,
2018-12-19,,,,,-100.00000000000001,-19.152405441552894,18.34944042225054,
2018-12-20,,,,,-100.00000000000001,-17.43766783350795,64.33946187149078,
2018-12-21,,8.358207857997824,-7.731715664948888,,-100.00000000000001,-1.9563093536077674,22.95050404098907,
2018-12-22,,,,,-100.00000000000001,48.34281858249465,177.2438316561304,
2018-12-23,,,,,-100.00000000000001,61.285547981807646,6.530330445801158,
2018-12-24,,,,,-100.00000000000001,81.32090690686861,9.419754091189157,
2018-12-25,,,,,-100.00000000000001,9.819437510265441,-18.88346819224098,
2018-12-26,,28.396202336248162,-2.6552530883573815,,-92.2396035524758,1.2200757992700255,8.474956270956167,
2018-12-27,,,,,-100.00000000000001,16.72054801142647,131.83535745423714,
2018-12-28,,,,,-100.00000000000001,56.61060048247844,-28.059311147675857,
2018-12-29,,,,,-100.00000000000001,-23.777237771931972,-14.299488373691547,
2018-12-30,,,,,-100.00000000000001,-19.379740031162743,33.062762632068456,
2018-12-31,,13.312588416707781,-2.9243949270796015,,-100.00000000000001,-11.47886950518615,-18.637730662473224,
2019-01-01,,,,-13.170043596825119,-100.00000000000001,-16.806397756753256,28.03996751269792,-10.249892924447053
2019-01-02,,,,,-100.00000000000001,66.36746896508436,74.48905947705934,
2019-01-03,,,,,-100.00000000000001,22.70046648891257,34.55318368552589,
2019-01-04,,,,,-45.76537954880948,,69.84933451042579,
2019-01-05,,-7.017744044040455,-36.52054099393898,,-44.88863618532715,32.41410732420695,0.2637910047209772,
2019-01-06,,,,,205.2975162524981,91.42304161033597,-35.46185235206941,
2019-01-07,,,,,-97.59878178254255,69.64456758051197,74.1810791901774,
2019-01-08,,,,,-89.77400889736235,3.1984125745898817,25.576691690143114,
2019-01-09,,,,,-100.00000000000001,-54.41861939979697,-18.87466377677709,
2019-01-10,,-33.859006556319095,-32.86459086351495,,-99.9179834883168,-24.607252007433747,-17.74172346102895,
2019-01-11,,,,,-100.00000000000001,37.6264595367639,164.67744745610057,
2019-01-12,,,,,-95.10462780090657,71.94099893606105,319.332247722106,
2019-01-13,,,,,-100.00000000000001,214.09360904977575,35.169525922371626,
2019-01-14,,,,,-100.00000000000001,-78.05754772119904,-22.532828218523182,
2019-01-15,,,,,-88.5470079387378,,7.023336332484355,
2019-01-16,,,,,-72.61554066862169,,223.4370174053111,
2019-01-17,,,,,-100.00000000000001,60.963416440658115,108.13968290953493,
2019-01-18,,,,,-79.08616570302482,-32.43990959967568,4.607917309108765,
2019-01-19,,,,,-82.3534421316309,-34.006960091051525,53.07028838801322,
2019-01-20,,30.822335531650253,9.083015935349607,,-98.80390096172374,-38.44408503630626,47.97272885511779,
2019-01-21,,,,,1850.7559190469551,,-22.76414902630041,
2019-01-22,,,,,130.11524182698656,,-43.02774636933974,
2019-01-23,,,,,-100.00000000000001,100.89751260751785,95.74646445800279,
2019-01-24,,,,,266.9028479860211,74.61774355982179,78.71681131477952,
2019-01-25,,11.466273262629535,-10.211315760593477,,-100.00000000000001,30.113912438255085,23.478922920078293,
2019-01-26,,,,,-100.00000000000001,-47.86794232916673,-30.128202386211104,
2019-01-27,,,,,-99.48356565856517,-16.24100248693176,-44.44930420576803,
2019-01-28,,,,,-100.00000000000001,-42.295664569492054,-20.523186064991826,
2019-01-29,,,,,-94.7464252078283,-68.69432163499083,1.3075219487290715,
2019-01-30,,,,,-15.609401718432306,-8.622860669122632,56.46528025255671,
2019-01-31,,,,,-63.04973498572335,,28.45932263629595,
2019-02-01,,,,-2.5493232073726513,-96.31940555832686,253.60863731296112,96.55623233020106,-8.230673380735768
2019-02-02,,,,,-100.00000000000001,141.48174978718248,-6.6294620962467725,
2019-02-03,,,,,-100.00000000000001,29.927890699405395,-9.580535803494723,
2019-02-04,,-5.77200100318902,-32.5816411284174,,-99.98625140993563,-26.340725200775967,17.747406272101948,
2019-02-05,,,,,-99.86116811242267,165.81123792266905,104.26276587330163,
2019-02-06,,,,,-94.14978734457344,119.53509937385893,-21.39600569470872,
2019-02-07,,,,,791.3609666923007,,-46.3469319737055,
2019-02-08,,,,,-100.00000000000001,-31.488032414772235,7.140401249863105,
2019-02-09,,4.795074836103289,52.214596782778045,,-100.00000000000001,-54.25381726550382,-26.76723009066999,
2019-02-10,,,,,-83.642798482816,-42.39953466509508,-41.39177885770748,
2019-02-11,,,,,-36.21906106522834,-22.988076028840275,83.52799972649049,
2019-02-12,,,,,-18.73899854046873,104.36910294266248,218.6582906178656,
2019-02-13,,,,,-24.466873140084772,,53.939331648967084,
2019-02-14,,,,,802.6698982946364,,-30.42305302334322,
2019-02-15,,,,,-100.00000000000001,,94.34620495397726,
2019-02-16,,,,,-100.00000000000001,,-42.182349803981765,
2019-02-17,,,,,-99.67152668409837,28.359646235381433,-49.09360504991182,
2019-02-18,,,,,-37.699445322993,-41.76206727290774,-18.703537261703453,
2019-02-19,,-7.949146892221816,-3.782738237889188,,-38.40303246868377,56.53322672821704,,
2019-02-20,,,,,459.8860690941223,,-8.691774883180415,
2019-02-21,,,,,-90.34338108521847,,-7.93971676086196,
2019-02-22,,,,,-100.00000000000001,-63.360625393673864,-35.607384165941724,
2019-02-23,,,,,-90.71309191253343,-86.68976780323675,-35.56523139157066,
2019-02-24,,59.10895425298195,47.48943395112008,,-100.00000000000001,-66.8633436988474,-26.600309085107604,
2019-02-25,,,,,-23.740890876124173,22.496212124112148,67.4363042486174,
2019-02-26,,,,,-58.19907100494269,,-49.23247784728348,
2019-02-27,,,,,-98.62292142707764,12.75673326745285,-4.883222147784923,
2019-02-28,,,,,-100.00000000000001,-47.42725041881391,-34.55806362115592,
2019-03-01,,24.969431963700966,58.12559252162122,21.031656903245246,-18.06547480302655,-45.78210552736523,-8.849048931259432,-0.5885456348974213
2019-03-02,,,,,702.0901944376185,,5.732581174046774,
2019-03-03,,,,,-73.30020397251313,29.599594231392793,-8.852740970552713,
2019-03-04,,,,,-100.00000000000001,125.63088930475662,-21.31209436901278,
2019-03-05,,,,,-100.00000000000001,-39.0541711729496,-43.33578205946621,
2019-03-06,,27.150596947605045,53.521077558331115,,-100.00000000000001,-44.89433104301548,-30.799065549415598,
2019-03-07,,,,,-90.87246658281025,-80.38155598250637,-9.255259791584837,
2019-03-08,,,,,-77.08460780692693,-3.2797795608304057,-16.7586098474659,
